ACN,source,matched_searches,Date,Aircraft_fields,Component_fields,Person_fields,Events_fields,Assessments_fields,Narrative,Synopsis,review_flag
857906,ASRS Database Online custom search,shift_change,200910,Operator: Air Carrier | Make/Model: B737-800,Component: Engine Air Anti-Ice | Problem: Malfunctioning,Function: Technician  | Human Factors: Time Pressure; Distraction; Situational Awareness ,,Contributing Factors: Human Factors; Aircraft; Environment - Non Weather Related | Primary Problem: Human Factors,Received an ACARS message ahead of arrival and prepared for deferral of #1 engine Anti-Ice (A/I) valve. Ran overtime list and held one Mechanic to assist; then gathered required tools and equipment; including cowling pump; ladders. etc. Glanced over applicable MEL and associate Maintenance Procedures Manual (MPM). Encountered difficulty with locking feature of High Pressure (HP) Modulating valve; but eventually secured in the 'Closed' position. Continued on with the Engine Cowl A/I valve MPM procedure. Locked valve 'Open' and as I proceeded with the next step to remove the connector; was informed of another potential maintenance issue with an interior item to address on the same plane. Returned to Task and failed to completely read the step and pulled the wrong connector. In hindsight; I had two opportunities to read the procedure completely. I made the assumption that since I deactivated the valve; the connector I was removing was on the valve; similar to my experience with MD80's. After the air interruption; we focused our attention on the HP valve since it had given us some difficulty during the Lockout procedure. Eventually removed the valve; suspecting an internal failure causing the cockpit annunciation but found nothing suspicious. At this point I questioned Maintenance Control as to whether or not we were overlooking something obvious. We came to the conclusion that is was best to replace both valves and associated seals to eliminate the problem; placards; etc. Maintenance Control called around shift change at 3 PM; for an update on parts and to assess the scenario and after conferring on their end momentarily; asked if I pulled the connector on the valve or the pressure switch...problem solved; error uncovered. Don't make assumptions and also realized that as much as we strive to minimize delays; if awareness and attention to detail costs a few extra minutes... so be it. The alternative can be a mess that never needed to happen.,A Line Mechanic reports on how distractions and assumptions led to his disconnecting the Nose cowl Anti-Ice valve connector; instead of the Pressure switch connector on the # 1 engine of a B737-800. An air turnback to departure airport was required.,
875106,ASRS Database Online custom search,turnover,201001,Operator: Air Carrier | Make/Model: B757-200,Component: Gear Lever/Selector | Problem: Malfunctioning,Function: Technician  | Human Factors: Confusion; Communication Breakdown; Situational Awareness ,,Contributing Factors: Chart Or Publication; Human Factors; Procedure | Primary Problem: Human Factors,Performed RII for nose landing gear Sequence Valve change on a B757-200 aircraft. On turnover; we were informed that ADC VMU/MMO switch had been returned to the 'Normal' position and that a separate Logbook entry had been completed with this information. Had assumed that other than the Sequence Valve change; along with the Operational Check and Leak Check; that the aircraft had been returned to normal configuration. All Operational checks and Leak checks were normal for the Sequence Valve change and gear swing. Gear Lever Lock circuit breaker pulled with a permanent type collar installed. Flight Crew had to retract the gear using Lock Override procedure. Would recommend discouraging the use of permanent circuit breaker collars which could lead to the impression that the circuit breaker is in it's 'normal' position.,A Mechanic reports he had performed an RII Inspection and nose landing gear swing on a B757-200 after a sequence valve change. Aircraft was released for service; but the outbound flight crew had to use the landing gear lever lock override switch to raise the gear lever. The landing gear lever lock circuit breaker was found still pulled with a permanent collar installed.,
875505,ASRS Database Online custom search,turnover,201002,Operator: Air Carrier | Make/Model: B777-200,Component: Hydraulic System Lines; Connectors; Fittings | Problem: Malfunctioning,Function: Technician Technician | Human Factors: Communication Breakdown; Distraction; Situational Awareness Distraction; Communication Breakdown; Situational Awareness,,Contributing Factors: Company Policy; Human Factors; Aircraft | Primary Problem: Human Factors,On returning to work after my days off; I was notified that during a internal Quality Assurance (QA) Audit the #2 eng hydraulic pump Depressurization Valve connector was found disconnected with no related documentation. After reviewing my action [for] February 2010; I recalled working the item on a B777-200 aircraft on the above date. While accomplishing this Job (removal of the#1 igniter boss); I had a difficult time loosening the boss. Some heavier than normal tool was required to break to boss loose. The use of these tools came in the vicinity of the hydraulic pump connector and wiring. In anticipation of the possible slipping of the tool and damage to the connector or wiring; I decided to remove the connector precautionary. After removing the boss there was some delay obtaining the parts to complete the job; this lead to a job turnover at end of shift. Several write-ups were made regarding the job; however the removal of the hydraulic pump connector was not included. /// I was assigned to work a #2 engine Igniter Plug Immersion Depth check. The Maintenance Manual (MM) has us remove the Igniter boss; determine the proper Igniter immersion necessary and add or remove shims to the boss prior to re-installation.,Two mechanics report they were notified that an internal Quality Assurance (QA) Audit found a # 2 engine hydraulic pump Depressurization Valve connector had been disconnected on a B777-200 with no related documentation. One Mechanic had disconnected the valve connector as a precautionary action while removing the # 1 Ignitor boss with heavy tools.,
876907,ASRS Database Online custom search,turnover,201003,Operator: Air Carrier | Make/Model: Regional Jet 700 ER/LR (CRJ700),Component: Leading Edge Slat | Problem: Malfunctioning,Function: Technician  | Human Factors: Situational Awareness; Workload; Distraction ,,Contributing Factors: Company Policy; Human Factors; Procedure | Primary Problem: Human Factors,I showed up for [shift] turnover and was assigned to Aircraft'X'; a CRJ-700. I was then made aware by my Lead that Aircraft 'Y' was at the gate and was having starting/APU/bleed air problems and was needed for revenue. So; I rushed to the gate with my tools and got busy troubleshooting/fixing the issue. Because of the associated Cowl Anti-ice Cautions; the Pilots didn't feel comfortable taking the aircraft and were reassigned to Aircraft 'Z'. After talking to my Lead; we decided bringing Aircraft 'Y' back to the Hanger was our best plan and that way; since I had troubleshot the problem to an APU Load Control Valve; my Lead would have another Mechanic change it out. While driving Aircraft 'Y' to the Hanger; I noticed that the Center tank had 1300 lbs fuel; often an indication of a leaking Ejector or other internal fuel lines. After parking Aircraft 'Y' I headed back to the gate to get Aircraft 'X'; drove that aircraft back to the Hanger and parked it inside for troubleshooting and other maintenance.I then went back to Aircraft 'Y' and defueled the Center tank. I had the assigned Mechanic sump the Center tank and made him aware of the leak check procedure. I then went back to Aircraft 'X' and started troubleshooting the right-hand Wing Slat Status Message MEL. While doing the checks on the slat skew sensors with a multimeter and a cheater (my skin spoon); several people had been coming up to me with questions: Mr. 'X' needed screws or a Part Number for them; Mr. 'Y' needed help with issues for a Detail Visual Inspection (DVI) of the Rudder Travel Limiter; Mr. 'Z' needed help with how to do the lubrication of the APU door actuator; Mr. 'W' couldn't get our aircraft to take oxygen. I let myself get distracted from my own work/focus and set the Skin Spoon on the bottom lip of the slat right by were I was working. When it got close to go time (the XA.00 hanger shuffle); Mr.'V' started hollering about how long it was taking. I was trying not to be the bottleneck; so I quickly re-paneled my aircraft; sucked up the slats; checking for Maintenance Diagnostic Computer (MDC) messages; pulled electrical power; moved my tool box; ran out; grabbed a Tug; and relocated the CRJ-700 outside. I then came back in and completed my paperwork; continuing the MEL since we didn't have parts. I then took a short break and put my toolbox back; not realizing I was short a Skin Spoon. All the other tools I had used I [believed] were home safe and sound. A fellow Mechanic was assigned to troubleshoot a Slats Fail Caution message and had made me aware he had found a Skin Spoon lodged in the slats. Since I had been there the night before I checked my tools and was unable to locate one of my two Skin Spoons. I feel the event happened primarily because I let outside factors/distractions; dictate my normal system of checks and balances. Another way to say it would be that I let the situation control me instead of controlling the situation. I came forward to the Supervision and let them know that I believed it was my tool that caused the event. The problem with the aircraft was rectified. My suggestions would be: 1) Do not let situations take you out of your game. 2) Never use an aircraft as a workbench.3) Obtain a company issued tool from our stores with a streamer on it 4) If using my own tool; affix it with a streamer.,A Mechanic reports a CRJ-700 he worked on the night before; had returned to field with a Slats Fail Caution message. A Skin Spoon tool was found wedged between a slat and the wing lower surface. Mechanic had placed the Skin Spoon on the lower lip of one of the slats; but the tool did not have a Red streamer attached.,
885035,ASRS Database Online custom search,turnover,201004,Operator: Air Carrier | Make/Model: SF 340B,Component: Powerplant Mounting | Problem: ,Function: Technician  | Human Factors: Situational Awareness; Communication Breakdown; Confusion ,,Contributing Factors: Human Factors; Procedure; Environment - Non Weather Related | Primary Problem: Human Factors,Mechanic 'X' and myself were instructed to blend the aft engine tower mount and replace the engine mounts on a Saab 340 aircraft. I had started with the blending process and when that was finished we were waiting on confirmation that the blend was still in limits; so I then proceeded to replace the engine mounts. We were short hardware for the mounting bolts. We had ordered more; but were still short. I had enough [hardware] for the side I was working which was the right side. we had one for the left. Mechanic 'X' had been working on the left side when he 'passed down' [gave verbal turnover] to me because of getting switched to another plane.He told me the new mount was 'on' and secured with old hardware loosely. I acknowledged what he told me and I then put the one new bolt in and waited for the other three to arrive. When they arrived I took the old bolts out and immediately replaced them with the new hardware that had come. I torqued the bolts and safetied. I proceeded to then continue with the rest of the install. The 'passdown' [turnover] that I had gotten from my fellow Mechanic verbally; was plain and clear. And maybe with both good and bad mounts on the table at the same time it could have been a possibility that it [bad mount] may have been set down in doing the green Tag and then grabbed again by mistake and reinstalled on the engine. The engine was removed and correct mount was put on. I suggest getting a better turnover from fellow Mechanics rather than just verbal; actually show part and possibly write it down.,After receiving a verbal turnover; a Line Mechanic completed an engine mount replacement on a Saab 340 aircraft. Previous Mechanic mentioned he had removed the 'old' mount and the 'new' mount was already 'in position.' The 'old' engine mount was later discovered still installed at the same location.,
908900,ASRS Database Online custom search,turnover,201008,Operator: Fractional | Make/Model: Citation V/Ultra/Encore (C560),Component: Rudder Trim System | Problem: Malfunctioning,Function: Technician  | Human Factors: Situational Awareness; Communication Breakdown; Confusion; Distraction ,,Contributing Factors: Aircraft; Procedure; Chart Or Publication; Company Policy; Environment - Non Weather Related; Human Factors; Manuals | Primary Problem: Human Factors,I work a night shift and when I reported to work August 2010; I was assigned to work on a Cessna Citation 560 Ultra; along with another Mechanic and a Lead/Authorized Inspector (AI). The aircraft had been in the hangar for several days but it was my first day to work on it. From the turnover I received from the previous shift and my other coworkers who had also been working on that aircraft; the Rudder Trim had failed a Travel Check that was part of the Routine Check. Specifically; the rudder trim was traveling more in one direction than the other. I was also informed that the Rudder Trim Actuator had been replaced and signed off. Since the person who replaced the actuator was working with me that day; I felt that continuing from where the job was stopped was reasonable and did not check the installation of the actuator; and the [trim] cables were [already] installed; and the writeup I was working on was to rig and tension the cables and perform the Travel Check. I started by attempting to center the Trim Tab control chain on the sprocket in the cockpit which did not improve the failure sufficiently. Therefore I thought the same could be done at the Trim Tab actuator which has a similar chain/sprocket system which was not centered. My colleague who also installed the actuator; decided to do that and accomplished the Task. I tensioned the cables and performed the Travel Check which was within limits. During the travel checking process; I was in the cockpit moving the control wheel while the Lead/AI and the other Mechanic working with me were at the tail measuring the travel and giving me orders to move the wheel to 'nose left' and 'nose right'. I signed off the Write-Up; since I did the tensioning of the cable and was involved in the Travel Check as well. Once all maintenance was complete; the aircraft was released for an Operational Test Flight which is a standard practice when flight control surfaces are affected. More than a month later; I was informed this morning that the Trim Tab control cables were found cross-installed and the Trim Tab was found to travel in the opposite direction from what is commanded by the turning of the Trim Tab Control Wheel. While I am glad that no accident was caused by it; I am also shocked that the error occurred and it was not caught earlier. What I believe happened is; during the Travel Check; when my co-worker and the Lead/AI told me; by means of the two way radio we used for communicating; to turn the wheel to 'nose right'; the Trim Tab was also turning right and that created a 'false agreement'.Complacency might have played a role in that while I was just turning the [Rudder Trim] wheel left and right; I did not have the Maintenance Manual physically with me and I was just turning the [Trim] wheel. The fact that trim tabs move in opposite direction was missed; although that was clearly stated in the Maintenance Manual. I believe the error could have been avoided if we both had the copy of the Maintenance Manual and if we were reiterating the steps as we performed the Travel Check. Another point that could have helped capture the error early is a quick check of the installation of the cables even if the Task was complete and signed. I have learned a great deal from this and will share the lesson to my co-workers. This report is prepared to notify my involvement in a maintenance activity that was not accomplished correctly; with no intent to do so; and to share lessons learned by using the provisions of the NASA Aircraft Safety Reporting System.,Thirty plus days after a Rudder Trim Actuator change on a Cessna Citation 560 Ultra; a Mechanic was informed the trim tab cables were found crossed and the trim tab was found to travel in the opposite direction from what was commanded when turning the trim tab wheel. Aircraft had flown 53 legs before a pilot noticed the incorrect tab movement during a preflight check.,
910519,ASRS Database Online custom search,"shift_change, turnover",201009,Operator: Air Carrier | Make/Model: MD-80 Series (DC-9-80) Undifferentiated or Other Model,Component: Air Conditioning and Pressurization Pack | Problem: Malfunctioning,Function: Technician Technician | Human Factors: Situational Awareness; Confusion; Communication Breakdown Communication Breakdown; Situational Awareness; Distraction; Confusion,,Contributing Factors: Company Policy; Procedure; Manuals; Human Factors; Equipment / Tooling; Environment - Non Weather Related; Chart Or Publication | Primary Problem: Human Factors,I was scheduled to work the night shift. I had completed my assigned work for the night and had just finished my lunch. I was asked by my Lead Mechanic to assist Mechanic 'Y' change the right Air Cycle Machine (ACM or air conditioning pack) on an MD-80 aircraft that he was assigned to. The ACM had to be changed due to an inbound pilot report for insufficient cooling. I was told that Mechanic 'Y' had everything disconnected and needed help getting the pack out. When I arrived at the aircraft; the mounting bolts were all that needed to be undone. I noticed a large box on the back of the golf cart Mechanic 'Y' was using. The size of this box was consistent with ones that serviceable ACMs come in; so I thought Mechanic 'Y' already had a serviceable ACM to replace the one we were removing; which he had. After removing the defective ACM; we prepared the serviceable ACM to be installed.We got the 'new' ACM installed and most of the duct work connected 15 minutes prior to shift change. Two mechanics who work the dayshift were going to finish installing the remaining ducting and perform the Leak and Operational Checks. It was at this time I filled out the FAA-8130 Serviceable Tag and did not see that the part we installed was a XYZ-AAA6 instead of XYZ-AAA1; which is required per the IPC (Illustrated Parts Catalog). It was not until the end of the day that I realized that we had installed the incorrect part on the MD-80 aircraft. I immediately called Company Maintenance Control and advised them of what had happened. The aircraft was in an airport for the night. Our company does not have aircraft maintenance in this airport. Maintenance Control arranged to have a XYZ-AAA1 installed before further flight.I signed the Field Service Maintenance Report for the changing of the ACM before my shift ended. Another Mechanic said he would sign for the work he did; and then print my name in the Logbook after he completed his work on the aircraft; and he would make sure the Airworthiness Release was signed. I told him that was fine with me as this is an approved method of documentation.Suggest having the different ACM's painted different colors; or put a marking of some kind large enough to denote the difference on the ACM's. Aircraft configurations [are different because] there are two different internal ACM configurations; but they look identical on the outside. /// I installed the T-duct and safetied electrical connector per turnover from night shift. Operational and leak check right pack operation. Operational check OK. Signed logbook and field trip maintenance report.Should have had the graveyard shift sign work they accomplished; and I should have signed only my portion of the work.I was assigned a turnover on right ACM (Air Cycle Machine) change. Job was almost complete. One duct and one electrical connector installation was turned over.,Two Mechanics report installing an incorrect Air Cycle Machine (ACM) at the right pack position on an MD-80 aircraft. Internal configurations are different; but the two ACMs look identical on outside.,
916522,ASRS Database Online custom search,turnover,201010,Operator: Air Carrier | Make/Model: B767-300 and 300 ER,Component: Compressor Stator/Vane | Problem: ,Function: Technician Technician | Human Factors: Workload; Time Pressure; Situational Awareness; Communication Breakdown; Distraction Communication Breakdown; Distraction; Situational Awareness; Time Pressure; Workload,,Contributing Factors: Environment - Non Weather Related; Company Policy; Chart Or Publication; Aircraft; Human Factors; Procedure; Manuals | Primary Problem: Human Factors,Mechanic Y and I were assigned to a B767-300 to replace the #1 engine VSV (Variable Stator Vane) actuator. We were in the process of removing the actuator; had everything disconnected; but couldn't get it out of the support bracket; we worked on it for quite a while. We checked with other AMTs (Technicians) that were on duty that night; but no one we asked had ever accomplished the task before. After a couple of hours of struggling and trying to get it out; we removed three fittings; reference (Maintenance Manual) MM 75-31-02; Items 9; 12 and 14 on Figure 401; Sheet 2 of 2; which were not called out to be removed in the MM. It would have saved a least an hour plus of time and frustration.After the removal we started to install the new one; got as far as the nut on the eye bolt; I dropped it a couple times and eventually lost it to the point of not being able to find it. We looked and looked for quite a while. While my partner looked; I decided to order a new one; ZZZ did not stock it; so I had to rush it from ZZZ1. After looking for quite awhile we were getting frustrated but we finally found it.At around XA:00am; our Supervisor informed us; they needed our plane to replace another because it was trapped inside the hangar by a broken down cleaners truck. Talk about pressure; we still had to complete the installation; run the engine; accomplish the tests and leak check the actuator. With all the rushing to finish the job and push aircraft out for the [engine] run; I forgot to call for an inspection. After the run; we reopened the engine to find the [actuator] lower line was leaking. At this time the Supervisor was standing there watching our every move; waiting for the plane. We rushed to find the cause of the leak but it was already time for Dayshift to take over; so I notified the Dayshift Lead [Mechanic] we would need somebody to take over.I made a write-up for the leak check; signed off the original write-up and updated the leak check write-up as to where it was leaking. With all the pressure to get the plane out; I forgot to make a write-up to have the actuator inspected and since the installation was complete; I didn't think to give the MM and task paperwork to the Dayshift mechanics. They were working a fuel leak. I gave the Dayshift mechanics a Maintenance Turnover; but forgot to inform them of the Inspection [requirement]. A couple days later; I found the task's paperwork procedures in one of the drawers in my toolbox. I looked it over before throwing it out; right then I realized I had forgot to get it inspected. I looked up in the aircraft maintenance computer to see if the Dayshift mechanics caught it. I notified my Lead and we called Maintenance Control to notify them of the missed inspection. The actuator is not an RII item; but was called out on the task's paperwork. The Maintenance Controller On-Duty issued a special procedure to have the actuator inspected before departure. The inspection was completed and no faults found. I do believe if we weren't rushed to get the plane out; the inspection would have been done. We were all stressed out by the end of shift; all I wanted to do was just sit down and relax. /// Mechanic X and I were assigned to a B767-300 aircraft to replace the # 1 engine VSV (Variable Stator Vane) actuator. We worked on the VSV actuator throughout the night taking no breaks or lunch. We were having a hard time getting the actuator out and asked several other AMTs (Technicians) if there was some trick to the actuator removal. Nobody on shift that night had ever done this job before. Eventually we figured out we needed to remove three adapters on the actuator in order to remove it. This step was not called out in the removal text section of the MM; and resulted in the removal procedure taking a lot longer.When we went to run the engine to check for leaks; one of the [actuator] lines was leaking; so Mechanic X ended up writing that leaking line up and signing-off the VSV actuator replacement task card without noticing it needed an inspector's verification (it was now close to our shift finish time). The job to fix the leaking line was turned over to Dayshift. I was not aware of this inspection requirement misstep until days later when the Mechanic X informed me that we missed the inspection verification.,Two Mechanics report on their efforts; difficulties and reduced Maintenance schedule while accomplishing the removal and replacement of a #1 engine VSV (Variable Stator Vane) actuator on a B767-300 aircraft.,
917333,ASRS Database Online custom search,turnover,201011,Operator: Air Carrier | Make/Model: Regional Jet 200 ER/LR (CRJ200),Component: Nose Gear | Problem: Malfunctioning,Function: Technician Technician | Human Factors: Time Pressure; Situational Awareness; Distraction; Communication Breakdown; Workload Workload; Situational Awareness; Training / Qualification; Distraction; Confusion; Communication Breakdown,,Contributing Factors: Environment - Non Weather Related; Company Policy; Aircraft; Human Factors; Procedure; Manuals | Primary Problem: Manuals,The CRJ-200 aircraft was in the hanger for (Nose Landing Gear) NLG vibration at XA:00 pm when we arrived at work. Dayshift was working the aircraft and changing the Torque Links until XB:30 pm until Mechanic Y and I received a [work] turnover. (Typically this procedure takes about four hours) I only mention this because the aircraft's Release time of XC:30 pm was set. So at XC:00 pm; the Lead [Mechanic] approaches us and asks if the plane is going to make the XC:30pm flight (no it didn't). Now the pressure begins. [We had] the Lead and Maintenance Control asking 'how much longer?' Suddenly other mechanics arrive to help us downjack the plane as soon as it looks like we are done. Steps were missed and I failed to set the Targets for the Proximity System. So when the aircraft took off; the NLG failed to retract causing an air return. The Maintenance Manual does not call for a gear swing. This would have prevented the incident. /// Mechanic X and I were assigned to get a turnover from two Dayshift mechanics on changing the nose landing gear Torque Links; due to vibration when taxiing. The Dayshift mechanics had been working on this job at least since our shift started at XA:30 pm. The aircraft Release had been set for XC:00 pm. This gave us a minimal amount of time to complete the majority of the job.When we got to the plane; the only parts of the job that had been completed were that the plane was on jacks and lower torque link was removed. The mechanics giving us the [Work] Turnover and Mechanic X discussed different techniques for removing the upper torque link. Due to the knowledge Mechanic X displayed on how to remove the upper torque link; I correctly assumed that he had done this job before. Since he had done it before and I hadn't; he took the lead on the job. We installed the lower torque link and then started removing the upper. Mechanic X did most of the work due to the fact that he was more knowledgeable of the job and that there isn't really much space to have four hands working on it at the same time. I was basically watching him work and learning how to do it and helping out whenever I could. About the time we got the upper torque link installed; the Lead Mechanic came over to check on our status and see if we would make the Release time of XC:00 pm and Maintenance Control asked how soon we would be done. Immediately after that; the Lead sent other mechanics out to take the aircraft off jacks; assuming that we were done. We did the Operational (OPS) Check of the torque links and a Taxi Check to make sure the vibration from the original discrepancy did not persist; but in our haste to get the plane out of the hangar to make the release time; we missed the step in the Maintenance Manual where it says to do a Clearance Check of the Proximity sensors. During other Operations Checks and Taxi Check; no indications were given that anything was wrong.We both should have read through the Maintenance Manual again; to make sure we didn't miss anything. The fault was noticed by the flight crew as the gear was retracted. As it stands now the Maintenance Manual does not require a gear swing after changing the torque links. It would have prevented this fault in flight if a Gear Swing was accomplished after changing the torque links. In my opinion; it would only be necessary to do a swing if the upper torque link is removed or replaced since the Targets for the Proximity sensors are on the upper link and there are none on the bottom link.,Two mechanics report about how pressure and distractions to make an aircraft release schedule contributed to their missing a step in the CRJ-200 Maintenance Manual; requiring a Clearance Check of the Nose Landing Gear (NLG) Proximity sensors; after replacing the upper and lower steering Torque Links. Gear swing was not required. NLG failed to retract; causing an air turnback.,
918154,ASRS Database Online custom search,"shift_change, turnover",201010,Operator: Government | Make/Model: Agusta Undifferentiated or Other Model,Component: Powerplant Fuel Control | Problem: Malfunctioning,Function: Technician  | Human Factors: Confusion; Communication Breakdown; Troubleshooting ,,Contributing Factors: Aircraft; Company Policy; Environment - Non Weather Related; Human Factors; Procedure | Primary Problem: Human Factors,I was notified that an Agusta A119 helicopter was grounded by previous tour (shift) due to high Inter Turbine Temperature (ITT) of 805 C (Celsius). In the early hours of the morning; the helicopter had just landed and engine was at idle RPM. Pilot was assigned with a new mission. When he was in transition from idle to maximum power; he noticed a rapid rise of temperature to 805 C and proceeded to shut down engine. These types of incidents had happened previously; but [were] not properly documented on the aircraft maintenance in-flight log.I proceeded to turn battery power on aircraft and noted that on EDU (Electronic Display Unit) #1; the ITT was showing a temperature of 1277 C and needle was pointing at the maximum temperature of gauge. Helicopter had been grounded for about four hours. I de-cowled aircraft engine compartment area to gain access to its' wiring and components according to Agusta-Westland A119 Koala Maintenance Manual. [I] also made available the use of Pratt & Whitney PT6 series Engine Maintenance Manual (EMM). After trouble shooting of system; engine trim compensator was removed and replaced with another trim compensator which was retrieved from the Parts Room. Did note that there was no paperwork with the unit; but continued with the installation according to the EMM since we [are] suppose to have the paperwork required in our Records Office.At the end of my tour [shift]; which was late afternoon; did a [shift] turnover to the next platoon (crew). The next day; at approximately noon; continued with the trim compensator adjustment in accordance with the EMM with my co-worker Detective X. Since he was assigned to the Parts Room I asked him about the trim compensator paperwork; which he had no information of. [Before shift change] Sergeant Y asked me what the [maintenance] turnover was. When I attempted to passe the information over to Sergeant Y; he turned around and started a conversation with Detective X; not paying attention to what was said. I left at the end of my tour (shift). The next day; when I returned to work I did notice that the helicopter was cowled; and the discrepancy was signed but no A & P certification number. I proceeded to ask Detective Z about the paperwork for the trim compensator since he was assigned to the Records Office. He told me that he was going to look for it; since he did not have it readily available. Due to weather; the A119 Koala helicopter did not fly on my tour. Paperwork was not showed to me since Detective Z left early that morning and no one else had access to the information.The next day; I asked my immediate Maintenance Supervisor; Sergeant A; about the paperwork for the trim compensator. His answer was that the turnover he received from Lieutenant B was that it was returned to service. I explained to Sergeant A my concern about the paperwork for the trim compensator unit that I had installed on the helicopter; since no document had been presented to me. [Approximately 20 minutes later]; Sergeant A returned to the Parts Room where I was with other Aircraft Maintenance Technicians (Detectives/Police Officers) and told me that the previous information [about the helicopter returned to service] was told to him by a higher Supervisor; also that I knew what to do and the ball was in my court.After he went home I proceeded to call Detective Z; via cell phone and left him a message which he did not return. Proceeded to call Detective X and asked him again about the documentation for the trim compensator and he replied that he was on his way to the city Police Department Aviation Unit. Since no documentation was presented to me to prove the airworthiness of the engine trim compensator; I told my immediate Supervisor Sergeant C; that the helicopter was grounded; pending proof of documentation to me; since I was the Technician that had installed the trim compensator. Later; I was approached by Lieutenant B and was asked to provide the discrepancies sheet where the trim compensator was noted to have been removed and replaced. I told Lieutenant B that Detective Z should have possession of such documents. I also told Lieutenant B my concern about the documents that I have been requesting for the past few days.I signed out to go to lunch; when I returned from lunch I observed Police Department A119 Koala helicopter taxing out for a flight. I approached my immediate Supervisor pilot Sergeant C; pilot Sergeant D and pilot Detective E; expressing my concerns again and that the aircraft should return to base. The A119 was returned to base after flying 0.2 hours by Lieutenant B on a maintenance flight along with Detective X. I was summoned by Lieutenant B to report to the Operations Office where I was told that he had the documentation required and also I do not have the right to determine what aircraft is in; or out; of service; only he (Lieutenant B) will make that determination. I was also told that I was relieved from the maintenance floor until a meeting with Sergeant Y.Had the meeting with Lieutenant B; Sergeant Y and Detective E; where I was told that I had proceeded to intervene with the operation of the city Police Department Aviation Unit. Like I have done previous; I asked them to provide me with a Standard Operations Procedures (SOP) by the city Police Department Aviation Unit and was told that there was none available at this time. As a city Police Detective Specialist on the Aviation Unit I must follow all rules and regulations from the patrol guide; also I am bound and must follow Federal Aviation Administration rules and regulations which are FAR/AMT part 43; 65 and 91; to be able to perform maintenance; preventive maintenance or alterations on the Bell 412 and Agusta Westland A119 Koala helicopters for the city Police Department.,A city Police Department helicopter unit Mechanic describes the work environment and attitudes he experiences when trying to acquire documentation of serviceability for an engine trim compensator he replaced on a Police Department Agusta A119 Koala Rotorcraft helicopter.,
918756,ASRS Database Online custom search,turnover,201011,Operator: Air Carrier | Make/Model: B767 Undifferentiated or Other Model,Component: Winglet | Problem: ,Function: Technician Technician | Human Factors: Communication Breakdown; Confusion; Situational Awareness Situational Awareness; Confusion; Communication Breakdown,,Contributing Factors: Procedure; Human Factors; Equipment / Tooling; Chart Or Publication; Aircraft | Primary Problem: Chart Or Publication,I was told the fasteners were not found to be installed. When doing turnover with midnight crew on a B767; Aircraft X; the layout number of fasteners did not match the pre-drilled pilots [holes] in the outboard splice plate; number was less than print 767-xxxx diagram. Twelve fasteners (2 groups of 6) were found missing. We found the Installation Kit. Rib 32 lower doubler did not have pilot holes drilled at L-7 and L-9 locations. A write-up was initiated for Engineering clarification. As we tried to layout fasteners; it became apparent the pattern did not fit the Engineering print callout [diagram]. At which point we asked who laid out the fasteners on [another B767] Aircraft Y? No one was able to remember. A request was made to check Aircraft Y in the field. /// Upon laying out fastener length and type on the new lower skin for the B767 winglet modification on Aircraft X; a conflict was noticed between the fastener location called out in the drawing and the lower outboard half of the splice plate. Twelve fasteners were noticed to be missing. The new splice plate comes pre-pilot drilled on the outboard side to locate on the new lower skin. The pilot holes should have been located just forward of the L-9; and aft of the L-7 lower stringers. We received the new part without these pilot holes. These fasteners are not addressed on the task card to lay out a location. A write-up was initiated and Engineering was notified to address these fasteners.,Four mechanics report about insufficient pre-drilled pilot holes in a new lower splice plate of a B767 winglet modification kit. Their Engineering task card included an additional twelve fastener locations on the splice plate for installation of the winglet modification.,
918859,ASRS Database Online custom search,turnover,201011,Operator: Air Carrier | Make/Model: B757-300,Component: Escape Slide | Problem: ,Function: Technician Technician | Human Factors: Situational Awareness; Communication Breakdown; Confusion Confusion; Communication Breakdown; Situational Awareness,,Contributing Factors: Human Factors; Chart Or Publication; Procedure | Primary Problem: Human Factors,Crew Log page reports door slide fell off. Slide ordered by swing shift [Maintenance] crew and was told to install new slide. Replaced door slide at (1-Left) L1-door; reference (Aircraft Maintenance Manual) AMM Chapter 25-66-01. Crew report at a down line station states that the D-Ring was missing and the Door Assist Bottle empty. I never looked at the Door Assist Bottle and the D-Ring was mistaken for another ring on the slide. /// Crew stated (Door 1-Left) 1-L door slide fell off; did not deploy. Swing shift ordered new slide and [I] was given a verbal turnover to install new slide and old slide was removed. When aircraft arrived [at down-line station]; D-Ring was missing and [Door] Assist Bottle was empty. We installed new slide at Door 1-L as per (Aircraft Maintenance Manual) AMM 25-66-01 and D-Ring was mistaken for other ring on slide and bottle was overlooked.,Two Mechanics were informed a down-line station had reported a B757-300 Door 1-Left slide/raft D-Ring was missing and the Door Assist Bottle was empty. They had replaced the slide just prior to departure.,
